,month,airport,mean_precip_monthly,mean_snow_monthly,mean_wind_monthly,mean_cloud_monthly
0,1,ABE,1.2214285714285715,0.41714285714285715,40.92,56.228571428571435
1,1,ABI,0.0,0.0,43.18333333333334,14.166666666666666
2,1,ABQ,0.0,0.0,45.449999999999996,42.27142857142858
3,1,ABR,0.4483333333333334,0.6583333333333333,65.7,39.61666666666667
4,1,ABY,6.483333333333333,0.0,49.300000000000004,42.06666666666666
5,1,ACT,0.0016666666666666668,0.0,35.725,22.666666666666668
6,1,ACV,5.816666666666666,0.0,38.86666666666667,41.03333333333334
7,1,ACY,1.8816666666666666,0.0,45.11666666666667,58.24999999999999
8,1,ADK,1.585,0.0,33.93333333333333,68.43333333333334
9,1,ADQ,1.6449999999999998,4.425,41.983333333333334,49.86666666666667
10,1,AEX,7.876666666666666,0.0,38.9,34.33333333333333
11,1,AGS,5.079999999999999,0.0,45.72,36.333333333333336
12,1,ALB,1.4833333333333334,0.48666666666666664,44.574999999999996,78.14999999999999
13,1,ALO,0.6483333333333333,0.64,47.975,49.73333333333333
14,1,ALW,1.8833333333333335,3.5549999999999997,61.333333333333336,58.20000000000001
15,1,AMA,0.0,0.0,51.46,15.299999999999999
16,1,ANC,1.1783333333333332,0.915,40.7,50.38333333333333
17,1,APN,1.2,0.8133333333333334,38.28333333333333,79.01666666666667
18,1,ART,0.3666666666666667,4.403333333333333,47.86,84.23333333333333
19,1,ASE,0.99,1.6199999999999999,53.86,36.5
20,1,ATL,4.0908823529411755,0.07161764705882354,44.27272727272727,56.51911764705882
21,1,ATW,0.065,0.6216666666666667,44.18333333333333,54.166666666666664
22,1,AUS,0.8025,0.0,34.46666666666666,41.875
23,1,AVL,3.865,0.0,45.824999999999996,37.78333333333333
24,1,AVP,1.9000000000000001,0.5299999999999999,50.18000000000001,71.5
25,1,AZA,0.0,0.0,29.7,7.128571428571428
26,1,AZO,0.04285714285714286,0.7028571428571428,51.7,62.828571428571436
27,1,BDL,1.0166666666666666,0.0,40.65,86.36666666666667
28,1,BET,0.049999999999999996,0.0,47.5,16.833333333333332
29,1,BFL,0.0,0.0,40.083333333333336,21.083333333333332
30,1,BFM,7.233333333333332,0.0,51.666666666666664,46.38333333333333
31,1,BGM,1.7216666666666667,0.9783333333333334,44.699999999999996,61.366666666666674
32,1,BGR,1.0185714285714285,0.43571428571428567,38.26666666666667,80.38571428571427
33,1,BHM,11.878571428571428,0.0,48.43333333333334,54.82857142857143
34,1,BIL,0.09999999999999999,0.0,69.26666666666667,71.2
35,1,BIS,0.21833333333333335,0.17333333333333334,59.53333333333334,41.63333333333333
36,1,BJI,0.19999999999999998,0.325,40.875,61.199999999999996
37,1,BLI,7.507142857142857,0.0,56.67142857142857,84.41428571428571
38,1,BLV,0.0,0.0,41.400000000000006,30.333333333333332
39,1,BMI,0.19999999999999998,0.48666666666666664,48.24999999999999,34.583333333333336
40,1,BNA,6.072857142857143,0.0,30.850000000000005,56.67142857142857
41,1,BOI,1.1433333333333333,0.0,41.1,47.71666666666667
42,1,BOS,0.7737499999999999,0.0,57.78333333333333,65.89999999999999
43,1,BPT,3.0750000000000006,0.0,35.9,44.416666666666664
44,1,BQK,2.9133333333333336,0.0,37.525,24.383333333333336
45,1,BRO,1.1333333333333333,0.0,46.96666666666667,27.3
46,1,BRW,0.0,0.0,,34.03333333333334
47,1,BTM,0.0,0.29,46.03333333333333,57.833333333333336
48,1,BTR,11.838333333333333,0.0,35.266666666666666,46.400000000000006
49,1,BTV,2.117142857142857,1.9228571428571424,44.416666666666664,83.6
50,1,BUF,1.7185714285714286,1.2214285714285715,50.214285714285715,86.68571428571428
51,1,BUR,0.0,0.0,51.9,0.0
52,1,BWI,2.977,0.0,45.5,55.11999999999999
53,1,BZN,0.07142857142857142,1.2614285714285713,75.78571428571429,49.042857142857144
54,1,CAE,7.216666666666666,0.0,53.833333333333336,47.916666666666664
55,1,CAK,2.5483333333333333,0.17333333333333334,45.040000000000006,79.73333333333333
56,1,CDC,0.051666666666666666,0.27499999999999997,42.5,10.950000000000001
57,1,CDV,7.365000000000001,12.235,35.28333333333333,61.6
58,1,CGI,1.9833333333333334,0.0,47.075,42.76666666666666
59,1,CHA,10.368333333333334,0.0,45.4,62.01666666666666
60,1,CHO,1.65,0.0,37.01428571428572,26.650000000000002
61,1,CHS,0.3833333333333333,0.0,44.82,43.86666666666667
62,1,CID,0.13333333333333333,0.0,50.75,45.31666666666666
63,1,CIU,0.5833333333333334,1.6216666666666668,44.88333333333333,81.94999999999999
64,1,CKB,3.9983333333333335,0.0,41.459999999999994,72.31666666666666
65,1,CLE,1.3533333333333333,0.9511111111111111,56.650000000000006,82.80000000000001
66,1,CLL,0.9666666666666667,0.0,34.779999999999994,34.050000000000004
67,1,CLT,3.0874999999999995,0.1264705882352941,40.47187500000001,50.55882352941177
68,1,CMH,4.6975,0.78125,43.08,77.075
69,1,CMI,0.0,0.0,51.824999999999996,31.75
70,1,CMX,0.5833333333333334,1.4916666666666665,53.93333333333334,79.66666666666667
71,1,COD,0.08333333333333333,0.0,64.56666666666666,21.53333333333333
72,1,COS,0.04428571428571428,0.0,79.36666666666667,41.1
73,1,COU,0.0,0.0,45.1,31.633333333333336
74,1,CPR,0.0,0.64,69.76666666666667,20.88333333333333
75,1,CRP,1.3499999999999999,0.0,42.15,36.199999999999996
76,1,CRW,5.076666666666667,0.0,38.35,69.50000000000001
77,1,CSG,5.6000000000000005,0.0,45.133333333333326,40.35
78,1,CVG,3.378888888888889,0.0,45.583333333333336,66.74444444444444
