fl_date,origin,precip,snow,windgust,cloudcover
2018-12-21,CLT,4.39,0.0,57.1,94.4
2018-12-22,CLT,0.0,0.0,25.9,20.3
2018-12-23,CLT,0.0,0.0,,43.1
2018-12-24,CLT,0.0,0.0,,23.1
2018-12-25,CLT,0.0,0.0,,45.9
2018-12-26,CLT,0.0,0.0,,34.6
2018-12-27,CLT,0.8,0.0,,96.4
2018-12-28,CLT,22.51,0.0,27.7,96.8
2018-12-29,CLT,0.0,0.0,29.5,96.4
2018-12-30,CLT,2.31,0.0,,96.2
2018-12-31,CLT,4.27,0.0,,93.2
2019-01-01,CLT,3.27,0.0,40.7,67.4
2019-01-02,CLT,0.89,0.0,,65.9
2019-01-03,CLT,13.97,0.0,,79.5
2019-01-04,CLT,22.18,0.0,44.7,86.1
2019-01-05,CLT,0.0,0.0,48.1,14.6
2019-01-06,CLT,0.0,0.0,,32.9
2019-01-07,CLT,0.0,0.0,31.7,65.7
2019-01-08,CLT,0.0,0.0,42.5,66.3
2019-01-09,CLT,0.0,0.0,37.3,7.6
2019-01-10,CLT,0.0,0.0,,28.2
2019-01-11,CLT,0.0,0.0,,22.5
2019-01-12,CLT,0.9,0.0,,88.9
2019-01-13,CLT,15.34,0.0,31.7,89.4
2019-01-14,CLT,0.0,0.0,,78.4
2019-01-15,CLT,0.3,0.0,,61.9
2019-01-16,CLT,0.0,0.0,29.5,29.5
2019-01-17,CLT,2.4,0.0,,60.0
2019-01-18,CLT,0.0,0.0,,84.1
2019-01-19,CLT,10.27,0.0,,83.9
2019-01-20,CLT,9.97,0.0,54.1,43.8
2019-01-21,CLT,0.0,0.0,,26.1
2019-01-22,CLT,0.0,0.0,,63.1
2019-01-23,CLT,1.13,0.0,51.8,88.4
2019-01-24,CLT,32.98,0.0,55.4,46.8
2019-01-25,CLT,0.0,0.0,,24.3
2019-01-26,CLT,0.0,0.0,,11.9
2019-01-27,CLT,0.0,0.0,,52.9
2019-01-28,CLT,0.0,0.0,29.5,55.2
2019-01-29,CLT,2.03,0.0,37.1,65.3
2019-01-30,CLT,0.0,0.0,40.7,26.2
2019-01-31,CLT,0.0,0.0,,18.7
2019-02-01,CLT,0.0,0.0,33.5,32.5
2019-02-02,CLT,0.0,0.0,,17.5
2019-02-03,CLT,0.0,0.0,,54.8
2019-02-04,CLT,0.0,0.0,,29.9
2019-02-05,CLT,0.0,0.0,,39.5
2019-02-06,CLT,0.0,0.0,29.5,58.8
2019-02-07,CLT,0.0,0.0,46.4,72.1
2019-02-08,CLT,0.0,0.0,40.7,58.0
2019-02-09,CLT,0.0,0.0,31.7,65.0
2019-02-10,CLT,0.3,0.0,,81.6
2019-02-11,CLT,2.54,0.0,,88.6
2019-02-12,CLT,15.2,0.0,77.7,88.9
2019-02-13,CLT,0.0,0.0,35.3,54.0
2019-02-14,CLT,0.0,0.0,29.5,63.5
2019-02-15,CLT,0.0,0.0,35.3,61.0
2019-02-16,CLT,13.27,0.0,46.0,90.4
2019-02-17,CLT,7.79,0.0,33.5,91.6
2019-02-18,CLT,5.5,0.0,44.6,70.9
2019-02-19,CLT,14.89,0.0,35.3,74.3
2019-02-20,CLT,3.78,0.0,33.5,96.3
2019-02-21,CLT,20.26,0.0,,69.3
2019-02-22,CLT,37.53,0.0,37.1,81.9
2019-02-23,CLT,13.1,0.0,,94.0
2019-02-24,CLT,3.8,0.0,64.7,47.3
2019-02-25,CLT,0.0,0.0,35.3,29.3
2019-02-26,CLT,0.0,0.0,31.7,55.5
2019-02-27,CLT,0.3,0.0,,55.6
2019-02-28,CLT,12.44,0.0,,60.1
2019-03-01,CLT,25.69,0.0,33.5,91.3
2019-03-02,CLT,3.0,0.0,,83.6
2019-03-03,CLT,17.42,0.0,29.5,91.9
2019-03-04,CLT,0.0,0.0,29.5,74.5
2019-03-05,CLT,0.0,0.0,38.9,65.5
2019-03-06,CLT,0.0,0.0,33.5,7.5
2019-03-07,CLT,0.0,0.0,31.7,63.8
2019-03-08,CLT,10.37,0.0,,74.3
2019-03-09,CLT,3.92,0.0,,85.4
2019-03-10,CLT,0.9,0.0,,56.8
2019-03-11,CLT,0.0,0.0,,54.6
2019-03-12,CLT,0.0,0.0,31.7,57.3
2019-03-13,CLT,0.0,0.0,,53.1
2019-03-14,CLT,0.0,0.0,38.9,58.1
2019-03-15,CLT,2.91,0.0,43.1,74.6
2019-03-16,CLT,0.0,0.0,33.5,66.3
2019-03-17,CLT,0.0,0.0,31.7,43.9
2019-03-18,CLT,0.0,0.0,35.3,28.5
2019-03-19,CLT,0.0,0.0,37.1,66.1
2019-03-20,CLT,0.5,0.0,35.9,36.4
2019-03-21,CLT,2.02,0.0,47.9,69.0
2019-03-22,CLT,0.0,0.0,46.0,13.1
2019-03-23,CLT,0.0,0.0,33.5,17.2
2019-03-24,CLT,0.0,0.0,35.3,46.1
2019-03-25,CLT,7.97,0.0,33.5,52.6
2019-03-26,CLT,0.0,0.0,38.9,63.4
2019-03-27,CLT,0.0,0.0,35.3,12.0
2019-03-28,CLT,0.0,0.0,,29.1
2019-03-29,CLT,0.0,0.0,37.1,55.2
2019-03-30,CLT,0.0,0.0,40.9,53.4
2019-03-31,CLT,3.1,0.0,38.9,69.9
2019-04-01,CLT,0.0,0.0,29.5,48.0
2019-04-02,CLT,2.61,0.0,25.9,52.8
2019-04-03,CLT,0.0,0.0,29.5,36.9
2019-04-04,CLT,0.0,0.0,42.5,57.3
2019-04-05,CLT,29.92,0.0,25.9,75.6
2019-04-06,CLT,0.0,0.0,,66.5
2019-04-07,CLT,0.31,0.0,,57.2
2019-04-08,CLT,25.06,0.0,61.2,65.1
2019-04-09,CLT,12.97,0.0,40.7,67.5
2019-04-10,CLT,0.0,0.0,31.7,28.7
2019-04-11,CLT,0.0,0.0,40.7,47.8
2019-04-12,CLT,22.41,0.0,53.6,64.5
2019-04-13,CLT,17.01,0.0,,77.8
2019-04-14,CLT,0.0,0.0,68.3,83.1
2019-04-15,CLT,0.01,0.0,50.2,28.5
2019-04-16,CLT,0.0,0.0,,30.1
2019-04-17,CLT,0.0,0.0,,45.3
2019-04-18,CLT,0.0,0.0,42.4,65.5
2019-04-19,CLT,3.89,0.0,58.4,68.9
2019-04-20,CLT,0.83,0.0,46.4,58.6
2019-04-21,CLT,0.0,0.0,,44.4
2019-04-22,CLT,0.0,0.0,,12.0
2019-04-23,CLT,0.0,0.0,51.7,26.9
2019-04-24,CLT,0.0,0.0,29.5,43.3
2019-04-25,CLT,0.0,0.0,35.3,47.8
2019-04-26,CLT,1.8,0.0,65.5,49.4
2019-04-27,CLT,0.0,0.0,29.5,9.7
2019-04-28,CLT,0.0,0.0,35.3,34.6
2019-04-29,CLT,0.0,0.0,33.5,37.3
2019-04-30,CLT,0.0,0.0,27.7,47.0
2019-05-01,CLT,0.0,0.0,27.7,71.8
2019-05-02,CLT,0.0,0.0,25.9,46.3
2019-05-03,CLT,0.0,0.0,29.5,49.5
2019-05-04,CLT,17.25,0.0,,68.8
2019-05-05,CLT,6.35,0.0,44.6,63.9
2019-05-06,CLT,0.0,0.0,31.7,46.2
2019-05-07,CLT,0.0,0.0,,62.4
2019-05-08,CLT,0.3,0.0,33.5,48.4
2019-05-09,CLT,0.3,0.0,37.1,42.8
2019-05-10,CLT,10.46,0.0,47.9,71.9
2019-05-11,CLT,27.34,0.0,38.9,55.9
2019-05-12,CLT,2.88,0.0,35.3,77.9
2019-05-13,CLT,0.0,0.0,35.3,62.6
2019-05-14,CLT,0.0,0.0,31.7,31.6
2019-05-15,CLT,0.0,0.0,27.7,38.9
2019-05-16,CLT,0.0,0.0,,34.1
2019-05-17,CLT,0.0,0.0,33.5,50.9
2019-05-18,CLT,0.0,0.0,,29.0
2019-05-19,CLT,0.0,0.0,35.3,29.5
2019-05-20,CLT,0.0,0.0,35.3,47.0
2019-05-21,CLT,0.0,0.0,37.1,17.5
2019-05-22,CLT,0.0,0.0,37.1,56.3
2019-05-23,CLT,0.0,0.0,50.0,59.0
2019-05-24,CLT,0.0,0.0,31.7,22.0
2019-05-25,CLT,0.0,0.0,,27.6
2019-05-26,CLT,0.0,0.0,31.7,32.5
2019-05-27,CLT,0.0,0.0,35.3,35.5
2019-05-28,CLT,0.0,0.0,40.7,26.9
2019-05-29,CLT,0.0,0.0,33.5,26.3
2019-05-30,CLT,0.0,0.0,37.1,47.2
2019-05-31,CLT,0.0,0.0,50.0,46.2
2019-06-01,CLT,0.0,0.0,,31.0
2019-06-02,CLT,0.0,0.0,,32.3
2019-06-03,CLT,0.0,0.0,29.5,35.2
2019-06-04,CLT,0.0,0.0,38.9,63.9
2019-06-05,CLT,0.0,0.0,27.7,64.4
2019-06-06,CLT,0.0,0.0,35.3,59.7
2019-06-07,CLT,19.95,0.0,37.1,68.6
2019-06-08,CLT,2.17,0.0,57.0,60.6
2019-06-09,CLT,20.7,0.0,31.7,75.1
2019-06-10,CLT,4.87,0.0,,63.1
2019-06-11,CLT,0.0,0.0,35.3,40.4
2019-06-12,CLT,27.56,0.0,51.8,66.2
2019-06-13,CLT,0.0,0.0,40.7,73.1
2019-06-14,CLT,0.0,0.0,,16.4
2019-06-15,CLT,0.0,0.0,27.7,40.6
2019-06-16,CLT,0.0,0.0,35.3,33.9
2019-06-17,CLT,0.01,0.0,29.5,35.0
2019-06-18,CLT,0.11,0.0,29.5,58.6
2019-06-19,CLT,1.31,0.0,33.5,59.5
2019-06-20,CLT,5.03,0.0,42.4,49.0
2019-06-21,CLT,0.0,0.0,33.5,19.8
2019-06-22,CLT,16.18,0.0,51.8,49.6
2019-06-23,CLT,0.0,0.0,29.5,66.7
2019-06-24,CLT,4.19,0.0,53.6,40.8
2019-06-25,CLT,1.72,0.0,,53.1
2019-06-26,CLT,0.0,0.0,,46.5
2019-06-27,CLT,3.79,0.0,41.2,65.6
2019-06-28,CLT,31.22,0.0,77.8,66.4
2019-06-29,CLT,0.0,0.0,,37.3
2019-06-30,CLT,0.8,0.0,,47.4
2019-07-01,CLT,0.0,0.0,,53.7
2019-07-02,CLT,0.0,0.0,,21.3
2019-07-03,CLT,0.0,0.0,,35.3
2019-07-04,CLT,0.02,0.0,39.4,56.6
2019-07-05,CLT,0.14,0.0,29.5,70.4
2019-07-06,CLT,0.0,0.0,,55.2
2019-07-07,CLT,0.0,0.0,,40.2
2019-07-08,CLT,0.02,0.0,38.9,51.6
2019-07-09,CLT,0.0,0.0,38.9,61.5
2019-07-10,CLT,0.0,0.0,29.5,60.5
2019-07-11,CLT,0.17,0.0,40.7,45.9
2019-07-12,CLT,4.55,0.0,,45.3
2019-07-13,CLT,0.1,0.0,53.6,48.2
2019-07-14,CLT,0.0,0.0,,53.7
2019-07-15,CLT,0.0,0.0,27.7,48.5
2019-07-16,CLT,0.0,0.0,,60.1
2019-07-17,CLT,0.0,0.0,35.3,57.6
2019-07-18,CLT,2.99,0.0,47.9,44.8
2019-07-19,CLT,0.0,0.0,33.5,52.0
2019-07-20,CLT,32.47,0.0,25.9,35.6
2019-07-21,CLT,0.0,0.0,33.5,34.1
2019-07-22,CLT,1.07,0.0,51.8,54.7
2019-07-23,CLT,13.29,0.0,53.5,53.0
2019-07-24,CLT,0.0,0.0,35.3,36.5
2019-07-25,CLT,0.0,0.0,,26.8
2019-07-26,CLT,0.0,0.0,,47.4
2019-07-27,CLT,0.0,0.0,,22.6
2019-07-28,CLT,0.0,0.0,,33.3
2019-07-29,CLT,0.0,0.0,,33.0
2019-07-30,CLT,0.0,0.0,,28.9
2019-07-31,CLT,0.02,0.0,48.7,49.1
2019-08-01,CLT,39.34,0.0,59.0,44.5
2019-08-02,CLT,4.38,0.0,49.9,48.7
2019-08-03,CLT,12.24,0.0,27.7,52.3
2019-08-04,CLT,1.44,0.0,50.0,39.9
2019-08-05,CLT,0.0,0.0,44.6,59.1
2019-08-06,CLT,0.0,0.0,,34.3
2019-08-07,CLT,0.02,0.0,,42.7
2019-08-08,CLT,0.0,0.0,31.7,35.6
2019-08-09,CLT,0.0,0.0,,42.3
2019-08-10,CLT,0.0,0.0,,41.7
2019-08-11,CLT,0.0,0.0,27.7,46.7
2019-08-12,CLT,0.0,0.0,,49.3
2019-08-13,CLT,0.3,0.0,51.8,44.2
2019-08-14,CLT,20.15,0.0,47.9,47.0
2019-08-15,CLT,0.0,0.0,35.3,42.3
2019-08-16,CLT,0.0,0.0,,29.2
2019-08-17,CLT,23.04,0.0,44.6,38.9
2019-08-18,CLT,0.0,0.0,,31.7
2019-08-19,CLT,1.53,0.0,46.4,34.1
2019-08-20,CLT,9.75,0.0,,54.4
2019-08-21,CLT,2.52,0.0,50.0,61.1
2019-08-22,CLT,25.26,0.0,42.5,28.3
2019-08-23,CLT,1.58,0.0,50.0,36.6
2019-08-24,CLT,12.4,0.0,33.5,90.9
2019-08-25,CLT,0.0,0.0,35.3,58.9
2019-08-26,CLT,0.0,0.0,29.5,61.3
2019-08-27,CLT,0.05,0.0,,83.6
2019-08-28,CLT,0.9,0.0,,59.8
2019-08-29,CLT,0.0,0.0,29.5,9.8
2019-08-30,CLT,0.0,0.0,,12.0
2019-08-31,CLT,0.0,0.0,,15.0
2019-09-01,CLT,0.0,0.0,,30.7
2019-09-02,CLT,0.0,0.0,,28.7
2019-09-03,CLT,0.0,0.0,25.9,19.2
2019-09-04,CLT,0.0,0.0,33.5,39.7
2019-09-05,CLT,0.0,0.0,51.8,63.3
2019-09-06,CLT,0.0,0.0,40.7,28.1
2019-09-07,CLT,0.0,0.0,,23.7
2019-09-08,CLT,0.0,0.0,100.1,10.8
2019-09-09,CLT,0.0,0.0,,22.7
2019-09-10,CLT,0.0,0.0,27.7,40.9
2019-09-11,CLT,0.0,0.0,,41.8
2019-09-12,CLT,0.0,0.0,35.3,23.6
2019-09-13,CLT,4.86,0.0,27.7,50.8
2019-09-14,CLT,0.0,0.0,,79.0
2019-09-15,CLT,0.0,0.0,,50.8
2019-09-16,CLT,0.0,0.0,27.7,14.2
2019-09-17,CLT,0.0,0.0,27.7,38.7
2019-09-18,CLT,0.0,0.0,37.1,56.6
2019-09-19,CLT,0.0,0.0,35.3,39.1
2019-09-20,CLT,0.0,0.0,,9.8
2019-09-21,CLT,0.0,0.0,,8.6
2019-09-22,CLT,0.0,0.0,,8.7
2019-09-23,CLT,0.0,0.0,,21.2
2019-09-24,CLT,0.0,0.0,31.7,45.5
2019-09-25,CLT,0.0,0.0,,39.3
2019-09-26,CLT,0.0,0.0,,30.6
2019-09-27,CLT,0.0,0.0,,28.3
2019-09-28,CLT,0.0,0.0,,41.2
2019-09-29,CLT,0.0,0.0,,34.5
2019-09-30,CLT,0.0,0.0,,41.5
2019-10-01,CLT,0.0,0.0,,47.6
2019-10-02,CLT,0.0,0.0,,29.2
2019-10-03,CLT,0.0,0.0,,22.3
2019-10-04,CLT,0.0,0.0,37.1,23.3
2019-10-05,CLT,0.0,0.0,44.6,78.1
2019-10-06,CLT,0.8,0.0,,71.0
2019-10-07,CLT,0.0,0.0,,53.3
2019-10-08,CLT,0.01,0.0,38.9,84.3
2019-10-09,CLT,0.0,0.0,,63.8
2019-10-10,CLT,0.0,0.0,33.5,42.8
2019-10-11,CLT,0.0,0.0,,19.7
2019-10-12,CLT,0.0,0.0,,44.2
2019-10-13,CLT,28.02,0.0,,64.4
2019-10-14,CLT,0.0,0.0,,49.1
2019-10-15,CLT,0.0,0.0,,57.2
2019-10-16,CLT,16.23,0.0,38.9,70.9
2019-10-17,CLT,0.0,0.0,,14.2
2019-10-18,CLT,0.0,0.0,,34.9
2019-10-19,CLT,9.63,0.0,38.9,77.6
2019-10-20,CLT,29.46,0.0,38.9,61.7
2019-10-21,CLT,0.0,0.0,,56.6
2019-10-22,CLT,14.45,0.0,37.1,67.8
2019-10-23,CLT,0.0,0.0,27.7,30.0
2019-10-24,CLT,0.0,0.0,,21.5
2019-10-25,CLT,0.0,0.0,,57.1
2019-10-26,CLT,1.9,0.0,35.3,59.9
2019-10-27,CLT,6.98,0.0,42.5,47.4
2019-10-28,CLT,0.0,0.0,29.5,24.5
2019-10-29,CLT,0.0,0.0,,61.8
2019-10-30,CLT,16.67,0.0,,86.1
2019-10-31,CLT,32.23,0.0,54.2,81.6
2019-11-01,CLT,0.0,0.0,,1.1
2019-11-02,CLT,0.0,0.0,,21.6
2019-11-03,CLT,0.0,0.0,,34.8
2019-11-04,CLT,0.0,0.0,,35.5
2019-11-05,CLT,0.0,0.0,,51.5
2019-11-06,CLT,0.0,0.0,35.3,27.1
2019-11-07,CLT,7.88,0.0,29.5,50.2
2019-11-08,CLT,4.25,0.0,40.7,53.0
2019-11-09,CLT,0.0,0.0,,15.1
2019-11-10,CLT,0.0,0.0,,17.3
2019-11-11,CLT,0.0,0.0,35.3,33.1
2019-11-12,CLT,18.01,0.0,41.2,59.5
2019-11-13,CLT,0.0,0.0,31.7,18.8
2019-11-14,CLT,0.0,0.0,,85.8
2019-11-15,CLT,2.64,0.0,,64.3
2019-11-16,CLT,0.01,0.0,43.7,73.6
2019-11-17,CLT,0.0,0.0,48.1,61.5
2019-11-18,CLT,5.48,0.0,,71.9
2019-11-19,CLT,0.0,0.0,,71.0
2019-11-20,CLT,0.0,0.0,29.5,29.3
2019-11-21,CLT,0.0,0.0,,49.3
2019-11-22,CLT,0.0,0.0,31.7,66.2
2019-11-23,CLT,28.74,0.0,55.4,87.8
2019-11-24,CLT,0.0,0.0,35.3,23.6
2019-11-25,CLT,0.0,0.0,,5.5
2019-11-26,CLT,0.0,0.0,,42.6
2019-11-27,CLT,3.3,0.0,31.7,77.1
2019-11-28,CLT,0.0,0.0,,49.7
2019-11-29,CLT,0.0,0.0,,75.1
2019-11-30,CLT,8.61,0.0,,78.6
2019-12-01,CLT,19.4,0.0,51.5,51.5
2019-12-02,CLT,0.0,0.0,42.5,44.5
2019-12-03,CLT,0.0,0.0,,37.0
2019-12-04,CLT,0.0,0.0,30.2,23.0
2019-12-05,CLT,0.0,0.0,,29.2
2019-12-06,CLT,0.3,0.0,,79.0
2019-12-07,CLT,0.0,0.0,27.7,34.8
2019-12-08,CLT,0.0,0.0,47.9,54.2
2019-12-09,CLT,0.3,0.0,,93.2
2019-12-10,CLT,4.29,0.0,37.1,83.7
2019-12-11,CLT,2.1,0.0,40.7,29.3
2019-12-12,CLT,0.0,0.0,35.3,30.9
2019-12-13,CLT,44.62,0.0,,88.7
2019-12-14,CLT,15.62,0.0,40.7,61.2
2019-12-15,CLT,0.0,0.0,25.9,4.4
2019-12-16,CLT,0.0,0.0,33.5,46.3
2019-12-17,CLT,13.28,0.0,40.7,70.0
2019-12-18,CLT,0.0,0.0,39.9,18.0
2019-12-19,CLT,0.0,0.0,,0.0
2019-12-20,CLT,0.0,0.0,,34.8
2019-12-21,CLT,0.0,0.0,,64.0
2019-12-22,CLT,7.28,0.0,,78.4
2019-12-23,CLT,26.71,0.0,38.9,91.0
2019-12-24,CLT,0.0,0.0,35.3,51.5
2019-12-25,CLT,0.0,0.0,27.7,67.8
2019-12-26,CLT,0.0,0.0,,69.0
2019-12-27,CLT,0.0,0.0,,63.0
2019-12-28,CLT,0.0,0.0,,43.6
2019-12-29,CLT,7.04,0.0,37.1,90.6
2019-12-30,CLT,0.0,0.0,55.0,49.0
2019-12-31,CLT,0.0,0.0,35.3,0.0
2020-01-01,CLT,0.0,0.0,,33.0
2020-01-02,CLT,9.63,0.0,,58.6
2020-01-03,CLT,10.65,0.0,,79.7
2020-01-04,CLT,7.79,0.0,50.0,66.8
2020-01-05,CLT,0.0,0.0,46.4,6.8
2020-01-06,CLT,0.0,0.0,,14.9
2018-03-31,CMH,0.0,0.0,53.5,57.1
2018-04-24,CMH,8.92,0.0,38.9,99.5
2018-04-28,CMH,0.0,0.0,37.1,76.6
2018-05-21,CMH,8.58,0.0,49.6,92.7
2018-07-19,CMH,0.0,0.0,27.7,75.1
2018-08-12,CMH,0.3,0.0,,48.6
2018-10-04,CMH,4.04,0.0,50.0,77.4
2018-12-18,CMH,0.0,0.0,,23.2
2019-01-12,CMH,9.77,6.25,,79.5
2019-01-14,CMH,0.0,0.0,,73.7
2019-02-03,CMH,0.0,0.0,,53.1
2019-02-18,CMH,0.3,0.0,33.5,84.6
2019-05-17,CMH,21.09,0.0,35.3,56.3
2019-06-10,CMH,1.62,0.0,55.4,76.3
2019-06-19,CMH,58.63,0.0,,71.5
2019-06-24,CMH,19.6,0.0,37.1,67.5
2019-08-30,CMH,0.0,0.0,31.7,63.1
2019-10-20,CMH,0.0,0.0,,67.9
2019-11-03,CMH,0.0,0.0,40.7,72.6
2019-11-19,CMH,0.0,0.0,,79.2
2019-11-23,CMH,3.38,0.0,33.5,79.0
2019-12-18,CMH,0.0,0.0,51.8,56.2
2020-01-01,CMH,0.0,0.0,37.1,64.0
2020-01-02,CMH,0.83,0.0,35.3,67.8
2020-01-03,CMH,23.69,0.0,,93.5
2020-01-04,CMH,3.29,0.0,42.5,86.0
2020-01-05,CMH,0.0,0.0,46.9,78.7
2020-01-06,CMH,0.0,0.0,53.6,73.4
2018-03-19,CMI,0.0,0.0,59.0,25.8
2020-01-01,CMI,0.0,0.0,51.8,5.0
2020-01-02,CMI,0.0,0.0,50.0,5.0
2020-01-03,CMI,0.0,0.0,,78.0
2020-01-04,CMI,0.0,0.0,38.9,95.8
2020-01-05,CMI,0.0,0.0,66.6,4.2
2020-01-06,CMI,0.0,0.0,,2.5
2018-06-18,CMX,0.3,0.0,27.1,32.5
2020-01-01,CMX,0.0,0.0,4.1,49.2
2020-01-02,CMX,0.3,0.0,59.0,99.6
2020-01-03,CMX,0.0,0.0,51.8,99.6
2020-01-04,CMX,0.0,0.0,42.4,99.6
2020-01-05,CMX,3.2,3.26,83.2,87.5
2020-01-06,CMX,0.0,5.69,83.1,42.5
2020-01-01,COD,0.5,0.0,79.6,24.0
2020-01-02,COD,0.0,0.0,53.6,38.4
2020-01-03,COD,0.0,0.0,72.4,36.2
2020-01-04,COD,0.0,0.0,57.6,7.4
2020-01-05,COD,0.0,0.0,61.2,12.7
2020-01-06,COD,0.0,0.0,63.0,10.5
2019-01-18,COS,0.31,0.0,73.4,78.9
2019-05-11,COS,0.0,0.0,53.6,50.8
2019-08-16,COS,0.0,0.0,60.8,44.1
2020-01-01,COS,0.0,0.0,88.8,44.6
2020-01-02,COS,0.0,0.0,68.4,49.9
2020-01-03,COS,0.0,0.0,,31.0
2020-01-04,COS,0.0,0.0,63.0,43.8
2020-01-05,COS,0.0,0.0,101.3,23.6
2020-01-06,COS,0.0,0.0,81.3,15.9
2019-08-26,COU,44.04,0.0,38.9,75.8
2020-01-01,COU,0.0,0.0,59.2,0.0
2020-01-02,COU,0.0,0.0,40.7,28.5
2020-01-03,COU,0.0,0.0,29.5,72.8
2020-01-04,COU,0.0,0.0,42.5,51.5
2020-01-05,COU,0.0,0.0,53.6,0.0
2020-01-06,COU,0.0,0.0,,37.0
2018-03-02,CPR,0.0,0.0,72.3,0.0
2019-02-21,CPR,1.2,3.12,,64.8
2020-01-01,CPR,0.0,0.1,90.7,34.0
2020-01-02,CPR,0.0,0.0,51.8,53.9
2020-01-03,CPR,0.0,0.0,55.4,2.1
2020-01-04,CPR,0.0,3.74,109.4,5.8
2020-01-05,CPR,0.0,0.0,40.7,28.4
2020-01-06,CPR,0.0,0.0,70.6,1.1
2018-06-25,CRP,0.02,0.0,47.9,87.8
2019-05-29,CRP,0.0,0.0,54.5,42.8
2019-08-15,CRP,0.0,0.0,35.3,26.4
2020-01-01,CRP,6.5,0.0,,82.0
2020-01-02,CRP,1.6,0.0,37.1,44.4
2020-01-03,CRP,0.0,0.0,50.1,35.8
2020-01-04,CRP,0.0,0.0,,6.3
2020-01-05,CRP,0.0,0.0,42.5,8.4
2020-01-06,CRP,0.0,0.0,38.9,40.3
2018-04-25,CRW,1.34,0.0,29.5,69.3
2020-01-01,CRW,0.0,0.0,39.3,62.9
2020-01-02,CRW,0.6,0.0,27.7,63.5
2020-01-03,CRW,15.58,0.0,31.7,85.2
2020-01-04,CRW,14.28,0.0,50.0,93.1
2020-01-05,CRW,0.0,0.0,47.9,64.1
2020-01-06,CRW,0.0,0.0,33.5,48.2
2020-01-01,CSG,0.0,0.0,,0.0
2020-01-02,CSG,6.59,0.0,33.5,83.9
2020-01-03,CSG,24.81,0.0,44.6,95.9
2020-01-04,CSG,2.2,0.0,57.3,62.3
2020-01-05,CSG,0.0,0.0,,0.0
2020-01-06,CSG,0.0,0.0,,0.0
2018-01-26,CVG,0.0,0.0,46.3,31.5
2018-02-13,CVG,0.0,0.0,,59.7
2018-04-08,CVG,0.0,0.0,,48.2
2018-04-16,CVG,3.17,0.0,59.0,100.0
2018-04-21,CVG,0.0,0.0,,71.0
2018-07-06,CVG,0.0,0.0,51.8,75.7
2018-08-09,CVG,0.0,0.0,57.2,74.1
2018-09-11,CVG,0.0,0.0,,100.0
2018-10-06,CVG,0.0,0.0,33.5,47.9
2018-10-24,CVG,0.0,0.0,,25.4
2018-12-30,CVG,0.0,0.0,,78.3
2019-01-18,CVG,0.0,0.0,,98.4
2019-01-31,CVG,0.0,0.0,,55.8
2019-02-05,CVG,1.6,0.0,33.5,91.1
2019-04-04,CVG,0.0,0.0,47.9,86.1
2019-06-05,CVG,24.75,0.0,116.6,82.1
2019-06-10,CVG,5.48,0.0,54.1,65.2
2019-06-19,CVG,23.54,0.0,40.7,68.9
2019-07-11,CVG,0.0,0.0,37.1,52.9
2019-08-30,CVG,0.02,0.0,73.8,70.5
2019-09-09,CVG,0.0,0.0,,27.2
2019-12-20,CVG,0.0,0.0,,73.0
2020-01-01,CVG,0.0,0.0,37.1,49.1
2020-01-02,CVG,11.4,0.0,44.6,85.1
2020-01-03,CVG,17.21,0.0,,90.4
2020-01-04,CVG,1.8,0.0,47.9,94.4
2020-01-05,CVG,0.0,0.0,45.8,47.2
2020-01-06,CVG,0.0,0.0,51.8,48.8
2018-03-20,CWA,0.0,0.0,35.3,10.2
2018-03-26,CWA,7.62,0.0,39.1,45.8
2020-01-01,CWA,0.0,0.0,,35.0
2020-01-02,CWA,0.0,0.0,41.6,90.9
2020-01-03,CWA,0.0,0.0,37.1,100.0
2020-01-04,CWA,0.0,0.36,29.5,99.0
2020-01-05,CWA,1.45,1.18,51.2,68.3
2020-01-06,CWA,0.0,0.55,38.7,5.2
2018-11-26,DAB,13.0,0.0,55.4,84.1
2019-11-08,DAB,4.66,0.0,40.7,71.2
2020-01-01,DAB,0.0,0.0,,24.2
2020-01-02,DAB,0.0,0.0,,40.9
2020-01-03,DAB,0.0,0.0,31.7,38.3
2020-01-04,DAB,8.1,0.0,44.5,43.6
2020-01-05,DAB,0.0,0.0,51.8,7.8
2020-01-06,DAB,0.0,0.0,,0.0
2018-01-03,DAL,0.0,0.0,27.7,16.2
2018-01-21,DAL,0.55,0.0,57.2,88.3
2018-01-23,DAL,0.0,0.0,,29.9
2018-02-03,DAL,0.0,0.0,48.7,92.8
2018-02-10,DAL,0.0,0.0,41.6,100.0
2018-02-23,DAL,24.62,0.0,,80.1
2018-03-11,DAL,0.0,0.0,64.8,90.0
2018-03-31,DAL,0.0,0.0,51.8,63.5
2018-04-23,DAL,0.0,0.0,38.9,41.8
2018-05-21,DAL,0.0,0.0,,86.7
2018-05-27,DAL,0.0,0.0,35.3,43.0
2018-06-12,DAL,0.0,0.0,42.5,63.8
2018-06-13,DAL,0.0,0.0,42.5,62.0
2018-07-16,DAL,0.0,0.0,38.9,20.8
2018-07-30,DAL,1.8,0.0,68.4,73.5
2018-10-18,DAL,0.0,0.0,38.9,100.0
2018-11-11,DAL,1.87,0.0,27.7,99.5
2018-12-02,DAL,0.0,0.0,35.3,56.6
2018-12-26,DAL,42.75,0.0,65.7,98.8
